,EPS
ACTA2,0.03592970112852284
HES1,0.037477703677283106
AKR1C1,0.03771756438836576
AHSP,0.038790435033223644
HAPLN1,0.03948964862771302
MEF2C,0.03969376981002098
TOP2A,0.04031183073429033
ID2,0.04076135889229293
TFPI2,0.042844368192026604
SELE,0.043017139058770755
ARHGDIB,0.04353769822468289
IFITM1,0.04395554285244689
SPRY1,0.04435842414546322
PCDH7,0.045406177467285314
CCL22,0.046142516037888666
BHLHE41,0.047790282531216116
IGLL1,0.048207576071810115
KIT,0.048750528061970486
IFNG,0.048751745072635744
FABP4,0.04905615567107709
SOSTDC1,0.0503736914600404
APCDD1,0.050745470925526455
TRPM1,0.05132204355271801
HIST1H4C,0.051713466950079404
ATF3,0.05255333042105855
TFAP2A,0.05331398398892258
PTTG1,0.053505117877668186
IGFBP5,0.053548435914861844
SLC2A3,0.05386520001969849
MZB1,0.05729894792028684
IRF4,0.058202764787146866
SOX17,0.059326813434918205
AZGP1,0.05938376920853731
LSAMP,0.06022964737839456
NLGN4Y,0.06141465034664888
C1orf54,0.06147283579480028
LAMB3,0.06169109408736803
CBFA2T3,0.06417221215249773
MFAP5,0.06422561947120538
TAGLN,0.06601308187568404
SPARCL1,0.06621243683815116
STRADB,0.06767684175463896
MYH11,0.06905143189172991
CD69,0.06947099026103254
GPR157,0.06988608624030115
ECSCR,0.07055251028558443
MMP2,0.0723948474530287
RGS1,0.07296023371990717
CLDN4,0.0730423126550713
DST,0.07384990419505005
CALD1,0.073866641551742
CD1A,0.07521422660283801
HTRA1,0.07589716919198437
CTSW,0.07654572498295012
PKHD1L1,0.07678993866164159
GZMK,0.07687772728154685
PLP1,0.0776781258781016
LCK,0.07791884757369164
PROX1,0.07842636070653525
PTPRCAP,0.07847192057849457
PPP1R14A,0.07892867750756316
SYNPO2,0.08088820220869294
IL1B,0.08107117533404645
SFRP1,0.08143672088359276
CXCR4,0.08155395906911311
GPR4,0.08219089827777477
KLRB1,0.08243117993702866
CLDN1,0.082494548240355
IL3RA,0.0836811124229203
BIRC3,0.08380736230198996
RGS16,0.08386672490773524
CES1,0.08578572072960128
INHBA,0.08602306340402652
ITGB1,0.08606643338001825
TFAP2B,0.0869894428937689
COL6A1,0.08727448628686221
LYVE1,0.08869493602872332
CCL19,0.08935087716115213
COL5A2,0.09080204815491513
GATA2,0.0915077254423723
THBS2,0.09372463580711976
FBLN1,0.09411469681389731
DEFB1,0.0951135609721299
IL4I1,0.09529029836617972
CD1B,0.09532340741520826
AREG,0.0955688198398151
CLEC10A,0.09614445384334255
ASPN,0.09681700618404193
TFF3,0.09833356195925351
MIA,0.0989331363347308
LGALS2,0.10006806372180355
LST1,0.10167387271912928
LENG8,0.10347466775829856
LTB,0.10372094190724664
PTN,0.10374628823238888
CD68,0.10428993404831878
C5AR1,0.10524475273007348
RGS5,0.10581835344933431
MFAP4,0.10646194572267886
DCT,0.10650590333594467
IL2RA,0.10760266243703721
GEM,0.1083427391247983
FGFBP1,0.11218891638366031
MNDA,0.11279114574022603
GPR183,0.11320538622512048
IFI27,0.11331272192757519
FSCN1,0.11417564862511513
TYMS,0.11709041205578047
FCER1A,0.11714765500316929
PTGER3,0.11730271299837253
MYCT1,0.11732147831785111
TYRP1,0.11760937465522359
SLC8A1,0.11845621207524477
CD3E,0.12079586557553947
ENAH,0.12144738658819118
BASP1,0.12293094991229331
IGFBP7,0.12438709710381093
CD3G,0.12585550907993875
MYL9,0.126490691493843
STMN1,0.1269133189202056
IRF8,0.12824140939297163
CD3D,0.12925390044819676
TMEM45A,0.131359255685133
ALOX5AP,0.13228111623506117
FCER1G,0.13384498029401753
C1QA,0.13390258078552553
AXL,0.13432673177354626
GIMAP7,0.13443745797327267
WDFY4,0.13468222370962596
GNG11,0.13470862825450267
CCND1,0.13537357016827925
RGCC,0.13619539530248598
CDH5,0.13632959275104067
RHOV,0.13644674901545062
CTSZ,0.13674343144299764
IL32,0.13737785673883418
CD8A,0.13767368084709447
CALCRL,0.13821864099286393
CXCL12,0.13901484518382368
C15orf48,0.14237615177899232
TYROBP,0.14648722800642464
ITGA6,0.14840204430296597
VWF,0.14894421564905425
PDGFRA,0.14980301902645418
NSG1,0.1557036911258988
MMRN1,0.15707597311716875
PLVAP,0.15875729944299183
POSTN,0.1598549437897373
CD93,0.16041379954857926
CPE,0.16057545056583972
TSC22D1,0.16103145007522007
AIF1,0.16169571924946124
HMGN2,0.16245540436436126
COTL1,0.16287777246385113
TMEM176A,0.16524412428374674
THY1,0.16584499996630375
COL17A1,0.167232405131012
CD52,0.16861917888946498
ITM2A,0.169158303241406
LUM,0.17142118361961942
SERPINB2,0.1715467885209763
AQP1,0.17263229303083705
NOTCH3,0.17609917981341702
CRABP2,0.17829863827813514
LY6D,0.1799586705238584
PERP,0.18090417398149763
DMKN,0.18129236283765282
CXADR,0.18213153393404063
ACER1,0.1826503973160985
SFRP2,0.18369080056769618
LYZ,0.1846198941973805
PTGDS,0.19329629020909478
COL6A3,0.19511749864005973
AHNAK2,0.1978372032946737
MIR205HG,0.197907096550569
CAPNS2,0.19862878056659497
MITF,0.20350617845611985
SLPI,0.20447444903302514
FBXO7,0.2085875716179467
KRT15,0.21114999055545164
KRT16,0.21125321984552176
COL6A2,0.21237187476199373
TP63,0.21594833969333244
KRT5,0.2161096286670904
PMEL,0.22655070097936422
KRT2,0.23147157889891035
MGP,0.24490027179050045
KRT17,0.2449914945340002
LYPD3,0.2472603675036947
QPCT,0.2523205805883368
MAL2,0.2661657337988657
MLANA,0.26651662991802544
EDNRB,0.26868882927176846
RNASE1,0.27040979932989384
MARCKSL1,0.2743926522834526
SERPINB5,0.27967940207324754
S100A14,0.27968430396104943
TACSTD2,0.28119737166292624
DSP,0.2865237577160389
AQP3,0.295016047510745
VIM,0.2953961562463033
SBSN,0.297051845080034
DSC1,0.3017778837975342
TYR,0.3070479577774097
S100B,0.3107679762985206
KRTDAP,0.3406487193064931
APOD,0.34906970498563394
